No,ID_Perfume,perfume,brand,price,size,concentrate,top notes,mid notes,base notes,situation,image,gender
610,HRMN-0610,Ain't Yout Typical Candy,Scents of Pluto,379000,50,EDP,"Candied Lemon, Petitgrain, Tonic Orange","Endorphinoflor, Sunny Jasmine, Watery Fruits","Magic Vanilla, Ambery Woods, Coconut Milk",Day,https://images.tokopedia.net/img/cache/900/VqbcmM/2025/3/18/2b55960d-0da1-4de8-b6de-4b167a7b6ea1.jpg,Female
611,HRMN-0611,The Vanity Room,Scents of Pluto,259000,50,EDP,"Chamomile, Clary Sage","Honey, Cypriol","Amber, Musk, Blond Wood",Night,https://images.tokopedia.net/img/cache/900/VqbcmM/2025/1/30/7ef59100-93ec-493e-9737-ad4015df8dc6.jpg,Female
612,HRMN-0612,Through the Mystic Forest,Scents of Pluto,259000,50,EDP,"Italian Cyprus, Myrtle, Rose","Sandalwood, Cedarwood","Amber, Musk, Rosewood",Night,https://images.tokopedia.net/img/cache/900/VqbcmM/2025/1/29/75eeff99-8e24-4d36-a894-fb552203fd93.jpg,Unisex
613,HRMN-0613,Moroccan Sunset,Alt,229000,50,EDP,"Neroli, Bergamot, Red Fruits","Orange Blossom, Jasmine, Cinnamon, Resin","Vanilla, Caramel, Musk, Cedarwood",Night,https://images.tokopedia.net/img/cache/900/aphluv/1997/1/1/b25e8b7ec7f64f26870acd0a68066edf~.jpeg,Unisex
614,HRMN-0614,Teatime in Kyoto,Alt,229000,50,EDP,"Citrus , Jasmine, White Floral","Eucalyptus, Green Notes","Musk, Sandalwood",Day,https://images.tokopedia.net/img/cache/900/aphluv/1997/1/1/a03945cc9a1442d698e7589c2b8a7496~.jpeg,Unisex
615,HRMN-0615,Uptown,Alt,299000,100,EDP,"Strawberry, Black Currant, Red Apple, Citrus","Sweat Pea, Fressia, Jasmine, Rose","Raspberry, Musk, Sandalwood, Amber",Day,https://images.tokopedia.net/img/cache/900/aphluv/1997/1/1/273c40e940c047db8e2bc143667c6755~.jpeg,Female
616,HRMN-0616,Martini in New York,Alt,229000,50,EDP,"Bulgarian Rose, Neroli","White Rose, Jasmine, Turkish Rose","Myrrh, Musk, Amyriss",Night,https://images.tokopedia.net/img/cache/900/o3syd0/1997/1/1/247a025ecbdb4418a77a201a7d37c25a~.jpeg,Unisex
617,HRMN-0617,Baron,Alt,299000,100,EDP,"Cardamom, Lavender, Lemon","Coffee, Whiskey, Cinnamon, Leather, Mineral Notes","Tonka Bean, Amber, Incense",Versatile,https://images.tokopedia.net/img/cache/900/aphluv/1997/1/1/a36a42245f1c486e9ae213b4c022b79c~.jpeg,Unisex
618,HRMN-0618,Joie de Vivre,Alt,279000,50,EDP,"Wild Cherry, Pink Pepper, Black Pepper, Coriander","Jasmine, Rose, Cognac, Ginger","Tonka Bean, Patchouli, Cashmere Wood, Cedar",Versatile,https://images.tokopedia.net/img/cache/900/aphluv/1997/1/1/219b43be790c45b6a17308224d48c5bc~.jpeg,Unisex
619,HRMN-0619,Reverie,Alt,229000,50,EDP,"Tuberose, White Flower","Black Currant, Davana","Vanilla, Myrrh",Night,https://images.tokopedia.net/img/cache/900/o3syd0/1997/1/1/e2dff94df16f4c5caef1786a41da65e8~.jpeg,Female
620,HRMN-0620,Tahiti Sunrise,Alt,229000,50,EDP,"Coconut, Fruity Notes","Sea Salt, Solar Notes","Vanilla, Musk, Amber",Versatile,https://images.tokopedia.net/img/cache/900/aphluv/1997/1/1/90740752de0b430988e3ed9fbce8d08e~.jpeg,Unisex
621,HRMN-0621,Alexandria Oud,Alt,229000,50,EDP,"Incense, Spice Notes","Ambergris, Agarwood, Oud","Vanilla, Sandalwood, Civet, Cedar",Night,https://images.tokopedia.net/img/cache/900/o3syd0/1997/1/1/9dce70f3b8c140798533140d2cceb41e~.jpeg,Unisex
622,HRMN-0622,Foxy,Alt,299000,100,EDP,"Passion Fruit, Grapefruit,Pinnaple","Peony, Red Berry, Vanilla Orchid, Jasmine","Musk, Woody, Oakmoss",Night,https://images.tokopedia.net/img/cache/900/aphluv/1997/1/1/49dafd5c3e4344e1a594d798be45bef5~.jpeg,Female
623,HRMN-0623,The Lioness Rasuna Said,House of Medici,375000,50,EDP,"Rose Otto, Rose Mallow, Clementine","Sedap Malam, Metallic Accord, Aldehydes","Tonkin Musk, Indonesian Vanilla",Night,https://images.tokopedia.net/img/cache/900/VqbcmM/2024/9/4/61badda2-8b5c-4f9c-9747-ccc7729d630c.jpg,Female
624,HRMN-0624,Stoa Palazzo,House of Medici,400000,50,EDP,"Bergamot, Orange Flower","Cassia, Immortelle","Sandalwood, Guiac Wood",Night,https://images.tokopedia.net/img/cache/900/VqbcmM/2023/12/11/f8f97356-b90d-411e-856e-29c499b5e048.jpg,Unisex
625,HRMN-0625,Jingu Ensata,House of Medici,375000,50,EDP,"Iris Pallida, Grasss","White Suede, Violet","Vanilla, Musk",Day,https://images.tokopedia.net/img/cache/900/VqbcmM/2023/12/11/83e516fc-03dc-4a80-aeb5-bbaf60a1fadd.jpg,Unisex
626,HRMN-0626,Midnight Blast Psalm,House of Medici,325000,50,EDP,"Plum, Wolfberry, Costus, Pomegranate","Tuberose, Jasmine, Dried Rose","Patchouli, Pine Tar, Opoponax",Night,https://images.tokopedia.net/img/cache/900/VqbcmM/2023/10/22/93c7a367-1c89-4a8e-914a-b0ae3952e59d.jpg,Unisex
627,HRMN-0627,Gabriella the White Beams,House of Medici,325000,50,EDP,"Blood Orange, Pistachio, Pink Pepper","Tuberose, Jasmine, Ylang Ylang","Coconut, Amber, Tonka Bean",Versatile,https://images.tokopedia.net/img/cache/900/VqbcmM/2023/10/22/643aa270-8546-42bb-8338-b6fb625a8500.jpg,Female
628,HRMN-0628,Hundred Man Slayer,House of Medici,400000,50,EDP,"Patchouli, Barley Mint, Olive","Tobacco, Resins, Dark Chocolate","Civet, Sandalwood",Night,https://images.tokopedia.net/img/cache/900/hDjmkQ/2023/7/13/3f750e9d-0e87-454e-801b-8d2e0ef1a080.jpg,Male
629,HRMN-0629,Galileo Astronomia,House of Medici,375000,50,EDP,"Lavender Bulgaria, Cola, Peppermint","Tobacco, Oak, Chinotto","Vetiver, Musk, Vannila",Versatile,https://images.tokopedia.net/img/cache/900/hDjmkQ/2023/7/13/19d43458-5e42-48b8-b0c2-32cab7b2b7ee.jpg,Unisex
630,HRMN-0630,Jophiel the Crimson,House of Medici,375000,50,EDP,"Strawberry, Fir, Saffron, Rum","Jasmine Sambac, Caramel, Mocha","Vannila, Tonka Bean, Pine Tree",Night,https://images.tokopedia.net/img/cache/900/VqbcmM/2023/5/9/9e57142c-a129-468c-a0c9-6759cfd64884.jpg,Unisex
631,HRMN-0631,Daybreak Angel,House of Medici,325000,50,EDP,"Lime, Bergamot, Bitter Orange","Juniper Berries, Jasmine, Cedar","Musk, Ambergris, Oakmoss",Versatile,https://images.tokopedia.net/img/cache/900/VqbcmM/2022/12/10/01a021bd-d3d0-44ac-9660-41a49895dda0.jpg,Unisex
632,HRMN-0632,Lilac Wine,House of Medici,350000,50,EDP,"Wine, Saffron, Thyme","Lilac, Blueberry, Mocha","Leather, Heliotrope, Mahogany",Night,https://images.tokopedia.net/img/cache/900/VqbcmM/2021/4/16/ae68b78a-a6db-408a-b774-f7234798e437.jpg,Female
633,HRMN-0633,Fatima La Isabella,House of Medici,350000,50,EDP,"Blue Chamomile, Cinnamon, Cacao","Turkish Rose, Tobacco Blossom, White Honey","White Chocolate, Dried Fruits, Musk",Night,https://images.tokopedia.net/img/cache/900/VqbcmM/2020/12/24/52171afc-a6a5-4032-8e4c-734ce94335ea.jpg,Female
634,HRMN-0634,Maria De Constantine,House of Medici,325000,50,EDP,"Dark Chocolate, Charcoal, Rum","Cherry, Espresso, Sangria","Cedarwood, Bitter Almond, Musk",Night,https://images.tokopedia.net/img/cache/900/VqbcmM/2020/12/20/c143b6ce-eb69-4e12-8983-3b87395d27ce.jpg,Female
635,HRMN-0635,Agape of Jeanne D'Arc,House of Medici,325000,50,EDP,"Maghrebi Mint Tea, Orange Blossom, Ginger","Magnolia,Iris, Cardamom, Basil","Praline, Bourbon Vanilla, Hay",Versatile,https://images.tokopedia.net/img/cache/900/VqbcmM/2020/12/16/2291af62-fe23-45da-908b-0dda8b9a01f9.jpg,Unisex
636,HRMN-0636,Infatuation of Edward,House of Medici,325000,50,EDP,"Rum, Ethiopian Coffee","Java Coffee Oil, Pipe Tobacco, Jasmine","Dirty Oud, White Musk, Chestnut",Night,https://images.tokopedia.net/img/cache/900/VqbcmM/2020/12/16/fc9e0c0a-43a0-493d-abda-81660b3ce37a.jpg,Male
637,HRMN-0637,Devil in a New Dress,House of Medici,350000,50,EDP,"May Rose, Pink Pepper, Saffron","Bulgarian Rose, Agarwood, Incense","Vanilla, Patchouli, Cocoa Powder",Night,https://images.tokopedia.net/img/cache/900/VqbcmM/2021/1/1/aa1b4c01-0531-4504-b40a-19b7a422cf7e.jpg,Female
638,HRMN-0638,Paradise Reservoir,House of Medici,325000,50,EDP,"Lemon, Neroli, Yuzu","Blood Orange, Vetiver Bourbon, Liatrix","Fig Tree, White Musk, Amber",Day,https://images.tokopedia.net/img/cache/900/VqbcmM/2020/12/16/b34384af-6029-4871-a764-36552c639c6d.jpg,Unisex
639,HRMN-0639,Opaque Ash,De Antoine,510000,100,XDP,"Grapefruit, Pear, Cardamom","Rose, Lily Of The Valley, Tobacco Leaves","Patchouli, Woody Ambery, Cedarwood, Vanilla",Night,https://images.tokopedia.net/img/cache/900/VqbcmM/2025/3/22/31a6e831-1416-4e88-80c7-0cd237c3e082.jpg,Unisex
640,HRMN-0640,Velvet Garden,De Antoine,510000,100,XDP,"Bergamot, Fruity, Spicy","Freesia, Jasmine, Lily Of Valley, Orchid, Orris, Violet","Ambergris, Cedarwood, Musk, Sandalwood, Tonka, Vanilla",Versatile,https://images.tokopedia.net/img/cache/900/VqbcmM/2024/3/18/fb2c235b-559a-4528-9509-b4e1eb45b665.jpg,Female
641,HRMN-0641,Emperor's Spice,De Antoine,510000,100,XDP,"Apple, Lavender, Bergamot, Mandarin Orange","Geranium, Violet, Jasmine","Vanilla, Cardamom, Sandalwood, Pepper, Guaiac Wood, Patchouli",Night,https://images.tokopedia.net/img/cache/900/VqbcmM/2024/3/18/4a5b91e2-724e-4537-a8e0-4425d0bb2548.jpg,Male
642,HRMN-0642,Caspian Coast,De Antoine,510000,100,XDP,"Lemon, Mandarin, Bergamot","Marine Note, Freesia, Pear, Amberwood","Musks, Cashmere Wood, Driftwood, Sandalwood",Day,https://images.tokopedia.net/img/cache/900/VqbcmM/2024/3/20/6b42e2bb-d48c-4308-a4a9-d0de51165578.jpg,Unisex
643,HRMN-0643,Kyoto Ceremony,De Antoine,510000,100,XDP,"Citrus Cocktail, Matcha Green Tea, Vegetal Softness","Orange Blossom, Milk Chocolate, Powdery, Mugane","Vanilla Pod, Velvet Musks, Precious Wood",Versatile,https://images.tokopedia.net/img/cache/900/VqbcmM/2024/3/18/9c8c2771-52ae-4c94-8246-dbc9ae2b34bf.jpg,Unisex
644,HRMN-0644,Boise,De Antoine,385000,100,EDP,"Mandarin, Lemon, Pink Peppercorn","Blackcurrant, Jasmine, Freesia, Guava","Cedarwood, Musk, Patchouli",Day,https://images.tokopedia.net/img/cache/900/VqbcmM/2022/4/8/71e32fb4-cc1e-4c72-8c19-27dd0c943388.jpg,Unisex
645,HRMN-0645,Joie de Vivre,De Antoine,385000,100,EDP,"Saffron, Juniperberries, Blackcurrant, Lemon","Eather, Rose, White Flower","Musky, Powdery, Sweet Amber",Night,https://images.tokopedia.net/img/cache/900/VqbcmM/2022/4/8/18ad4655-af4c-4e8d-b488-dbb06bd4449d.jpg,Female
646,HRMN-0646,Rosa Damascena,De Antoine,385000,100,EDP,"Bergamot, Mandarin",Damask Rose,"Damask Rose, Cedarwood, Musk",Versatile,https://images.tokopedia.net/img/cache/900/VqbcmM/2022/4/8/83691934-2596-4b19-8270-561b8a0c729a.jpg,Female
647,HRMN-0647,Homme Fatale,De Antoine,385000,100,EDP,"Sage, Violet, Bergamot","Violet, Lavender","Cedarwood, Wood, Musk",Versatile,https://images.tokopedia.net/img/cache/900/VqbcmM/2022/4/8/5bbc4242-406e-4221-aecb-3f51ed222c10.jpg,Male
648,HRMN-0648,L'amour Toujours,De Antoine,430000,100,XDP,Peony,Peony,Peony,Day,https://images.tokopedia.net/img/cache/900/VqbcmM/2020/11/3/1f80ed17-2b8d-4bcf-94ba-8fab38c915bb.jpg,Female
649,HRMN-0649,Clair de Lune,De Antoine,430000,100,XDP,"Pink Pepper, Rose, Oceanic","Violet, Peony","Musk, Sandalwood",Versatile,https://images.tokopedia.net/img/cache/900/VqbcmM/2020/11/3/c6c2db3f-2857-4330-a156-8614579cb6d6.jpg,Female
650,HRMN-0650,Mansion Heir,EONA,329000,75,EDP,"Plum, Grapefruit, Sage, Violet","Lily, Heliotrope, Cooked Milk, Jasmine, Rose","Musk, Raspberry, Vanilla, Sandalwood, Muguet",Night,https://images.tokopedia.net/img/cache/900/VqbcmM/2024/4/1/51de7eb5-a723-48f8-85aa-c4422c80c4d5.png,Female
651,HRMN-0651,Under the Moonlight,EONA,329000,75,EDP,"Bergamot, Geranium, Rose","Oud, Leather","Amber, Sandalwood, Patchouli, Cedarwood",Night,https://images.tokopedia.net/img/cache/900/VqbcmM/2024/4/1/51de7eb5-a723-48f8-85aa-c4422c80c4d5.png,Unisex
652,HRMN-0652,Cold Shower,EONA,329000,75,EDP,"Bergamot, Lemon, Orange","Lily Of The Valley, Coriander, Nutmeg","Guaiacwood, Cashmere Wood, Amber",Day,https://images.tokopedia.net/img/cache/900/VqbcmM/2023/12/12/20c4a990-395d-413b-926b-81342e89c0d2.jpg,Unisex
653,HRMN-0653,Casanova,Fonce,235000,50,XDP,"Lavender, Bergamot","Milk, Jasmin, Cedar","Coffee, Tonka, Vanilla",Night,https://images.tokopedia.net/img/cache/900/VqbcmM/2024/12/17/16c31d82-b5f6-4cdc-a398-aec82ea3291e.jpg,Unisex
654,HRMN-0654,Teased,Fonce,235000,50,XDP,Letchi,"Damask Rose, Grass Rose, Chamomile","Musk, Woody Notes",Day,https://images.tokopedia.net/img/cache/900/VqbcmM/2024/12/17/bc08174a-7f3f-4898-857e-9d3162bbe2a0.jpg,Female
655,HRMN-0655,Morning Tea,Fonce,235000,50,XDP,"Tea, Orange","Jasmine, Matcha","White Chocolate, Oakmoss, Cedar",Day,https://images.tokopedia.net/img/cache/900/VqbcmM/2024/12/17/00d8e464-8508-4770-89a6-7c1fe7d58e8b.jpg,Unisex
656,HRMN-0656,Iris Alpha,Fonce,275000,50,XDP,Bergamot,"Iris, Jasmine, Lilly Of The Valley, Cinnamon","White Musk, Patchouli, Vanilla, Tonka Bean, Animal Notes",Night,https://images.tokopedia.net/img/cache/900/VqbcmM/2022/6/5/6eab9ab3-6e64-4dc6-a579-b4abcc24933a.jpg,Unisex
657,HRMN-0657,Santal,Fonce,190350,50,XDP,"Violet, Cardamom","Papyrus, Iris","Cedarwood, Sandalwood, Leather, Amber",Versatile,https://images.tokopedia.net/img/cache/900/VqbcmM/2024/12/17/320f7198-5458-4c9e-bd85-c34e9cd50264.jpg,Unisex
658,HRMN-0658,La Nuit,Fonce,190350,50,XDP,"Cardamom, Clove","Bergamote, Cedar, Lavender","Vétiver, Cumin",Night,https://images.tokopedia.net/img/cache/900/VqbcmM/2023/12/19/7ebafaa2-8f38-4658-b049-63e16d647e90.jpg,Unisex
659,HRMN-0659,Jasmin Blossom,Fonce,190350,50,XDP,Orange Blossom,Jasmine,"Honey, Patchouli, Virginia Cedar, Rose",Day,https://images.tokopedia.net/img/cache/900/VqbcmM/2024/12/17/18701c68-3187-4ef2-8910-59eee980585a.jpg,Female
660,HRMN-0660,Rosewood,Fonce,190350,50,XDP,"Rose, Cumin","Rose, Vetiver, Cedarwood","Musk, Guaia, Olibanum, Labdanum, Agarwood",Versatile,https://images.tokopedia.net/img/cache/900/VqbcmM/2024/12/17/dd1b8e6c-5576-4787-bab3-42ba445e8abd.jpg,Unisex
661,HRMN-0661,De Bleu,Fonce,190350,50,XDP,"Grapefruit, Lemon","Patchouli, Ginger","Incense, Amber, Cedarwood",Versatile,https://images.tokopedia.net/img/cache/900/VqbcmM/2023/6/3/7f7a420f-06f4-4c85-b7c2-09d790b84e1a.jpg,Male
662,HRMN-0662,British Pear,Fonce,190350,50,XDP,"Pear, Melon","Fresia, Rose","Musk, Patchouli, Amber",Day,https://images.tokopedia.net/img/cache/900/hDjmkQ/2024/10/14/d8487bfc-f7f9-4613-b132-d9bda8eb5b93.jpg,Female
663,HRMN-0663,Roses Vanille,Fonce,190350,50,XDP,"Sea Notes, Lemon","Rose, Creamy","Vanilla, Sugar, White Musk",Versatile,https://images.tokopedia.net/img/cache/900/VqbcmM/2024/12/17/a8e6df6d-334e-4d3a-9bae-e9ec1ad9b09e.jpg,Female
664,HRMN-0664,Tabac Vanille,Fonce,190350,50,XDP,"Tobaco Leaf, Spicy Notes","Tonka Bean, Tobacco Blossom, Vanille, Cacao","Dried Fruity, Woody Notes",Night,https://images.tokopedia.net/img/cache/900/VqbcmM/2024/12/17/e57cf12e-6410-47ba-81d7-19cd4dd77730.jpg,Unisex
665,HRMN-0665,Vanille and Salt,Fonce,190350,50,XDP,"Jasmine, Ginger","Vanille, Salt","Ambergris, Sandalwood",Versatile,https://images.tokopedia.net/img/cache/900/VqbcmM/2024/12/17/31e8932e-ebbf-40cd-a5b6-786caffa04da.jpg,Unisex
666,HRMN-0666,Frosted,Fraghead,385000,100,EDP,"Rose, Beer","Mint, Tangerine","Orris, Musk",Versatile,https://images.tokopedia.net/img/cache/900/VqbcmM/2025/1/30/8480f305-6859-4aa7-8a83-075570d712a7.jpg,Unisex
667,HRMN-0667,Hearing,Fraghead,399000,100,EDP,"Grapefruit, Pepper",Jasmine Sambac,Vetiver,Day,https://images.tokopedia.net/img/cache/900/VqbcmM/2024/11/14/1f52c3ef-e5d7-4d10-a0cb-c66e9ba829e9.jpg,Unisex
668,HRMN-0668,Baby Boomers,Honino,239000,50,EDP,"Pink Pepper, Blackcurrant, Red Rose","Sandalwood, Cahmere Wood, Aldehydic","Patchouli, Moss, Musk",Versatile,https://images.tokopedia.net/img/cache/900/VqbcmM/2024/10/24/9a75869f-8576-4d90-af0a-33dac3aa9a39.jpg,Unisex
669,HRMN-0669,Teddy's Blanket,Honino,220000,50,EDP,"Mandarin, Apple, Grapefruit","Jasmine, Tuberose, Lemon","Musk, Heliotrope, Amber",Versatile,https://images.tokopedia.net/img/cache/900/VqbcmM/2024/9/13/f10be094-1ce8-4665-900f-9a8898bd2710.jpg,Unisex
670,HRMN-0670,Shower Song,Honino,220000,50,EDP,"Neroli, Pear, Bergamot, Grapefruit, Lemon","Orange Blossom, Stephanotis, Rose, Peach, Blackcurrant","Musk, Cedarwood, Cashmere Wood, Patchouli",Versatile,https://images.tokopedia.net/img/cache/900/VqbcmM/2023/9/6/9ba215eb-383f-48c6-add7-4a18befea057.jpg,Unisex
671,HRMN-0671,Romeo & Roses,Honino,220000,50,EDP,"Ambery, Rose, Vanilla, Lily, Musk, Aldehydic, Ylang-Ylang","Moroccan Rose, Ambery, Damascena Rose, Musk, Jasmine","Vanilla Gourmand, Musk, Iris, Amber, Vetiver, Patchouli",Versatile,https://images.tokopedia.net/img/cache/900/VqbcmM/2023/9/6/e4042eb2-e4de-47a9-86a5-0349f6135c16.jpg,Unisex
672,HRMN-0672,Weekend Daydream,Olmorva,111600,30,EDP,Transparent Flower,"Orris, Rose, Jasmine","Orcanox, Lorenox, Musk",Versatile,https://images.tokopedia.net/img/cache/900/VqbcmM/2024/4/24/d35955e6-09a0-46a0-9a6c-2c988428bf94.jpg,Unisex
673,HRMN-0673,Major Icon,Olmorva,125550,30,EDP,"Grapefruit, May Rose, Pink Pepper, Damascena Rose","Labdanum, Amberwood","Patchouli, Musk",Versatile,https://images.tokopedia.net/img/cache/900/VqbcmM/2024/4/24/70a72b81-4fd6-47f0-8090-a2579a2937a0.jpg,Unisex
674,HRMN-0674,Fells Like Romance,Olmorva,111600,30,EDP,"Coconut, Honeysuckle, Lemon","Tuberose, Jasmine, Gardenia, Ambrette, Musk","Vanilla, Sandalwood, Musk, Patchouli",Night,https://images.tokopedia.net/img/cache/900/VqbcmM/2024/4/24/cee2dbd8-9d12-47e3-9a95-3751ee7dd381.jpg,Female
675,HRMN-0675,Sparkling Escape,Olmorva,111600,30,EDP,"Bergamot, Mandarin, Pear","White Amber, Amberwood","Violet Leaves, Sandalwood Cream, Musk",Day,https://images.tokopedia.net/img/cache/900/VqbcmM/2024/4/24/b88e13b4-d140-4e9b-97ed-6cee11eb537b.jpg,Unisex
676,HRMN-0676,Duchess Charm,Olmorva,111600,30,EDP,"Lavender, Pepper, Orange Zest","Fresh Flower, Powdery, Sandalwood","Amberwood, Lorenox",Night,https://images.tokopedia.net/img/cache/900/VqbcmM/2024/4/24/567de865-ea68-476c-98a0-2d69e1368a06.jpg,Unisex
677,HRMN-0677,Grounded Whisper,Personal Chemistry,879000,50,EDP,"Fig Tree Leaves, Lilac","Osmanthus, Ylang-Ylang","Haiti Vetiver, Satin Musk",Versatile,https://images.tokopedia.net/img/cache/900/VqbcmM/2025/3/21/65e20ac4-6548-4034-bd6f-8632121e3e36.jpg,Unisex
678,HRMN-0678,No Ordinary Days,Personal Chemistry,879000,50,EDP,"Scalary Sage, Violet Leaves","Jasmine Sambac, Geranium, Tea Leaves","Rain Accord, White Musk",Day,https://images.tokopedia.net/img/cache/900/VqbcmM/2025/3/21/d1b20c89-081b-4c73-86f0-a2c0aeb952d8.jpg,Unisex
679,HRMN-0679,Patina,Personal Chemistry,879000,50,EDP,"Peach, Violet Leaves","Tuberose, Rose, Orange Blossom","Cashmeran, Suede, Musks, Sandalwood",Night,https://images.tokopedia.net/img/cache/900/VqbcmM/2025/3/21/b7fd97e1-2cc7-4eda-80ef-afde326af913.jpg,Unisex
680,HRMN-0680,Unspoken,Personal Chemistry,879000,50,EDP,"Plum, Pink Pepper, Cardamom","Damascena Rose, Incense, Elemi","Patchouli, Gaiac Wood, Cypriol",Night,https://images.tokopedia.net/img/cache/900/VqbcmM/2025/3/21/7b91b58b-b347-4735-b448-09c27ed6509f.jpg,Unisex
681,HRMN-0681,Velvet Kiss,Personal Chemistry,879000,50,EDP,"Juicy Tangerine, Davana, Raspberry","Orange Blossom, Damascena Rose, Violet, Cyclamen","Orris, Cashmeran, Cedarwood",Versatile,https://images.tokopedia.net/img/cache/900/VqbcmM/2025/3/21/c1b96f97-c74d-4653-a188-dc4dad4b972f.jpg,Female
682,HRMN-0682,Berilium,Eser,245000,50,XDP,"Passionfruit, Pear, Raspberry","Lily Of The Valley, Peach, Amber Dry","Musk, Sandalwood, Heliotrope",Night,https://images.tokopedia.net/img/cache/900/VqbcmM/2025/4/28/f710d16d-4f80-4428-b813-24e2f7dedd39.jpg,Unisex
683,HRMN-0683,Eden,Eser,245000,50,XDP,"Green Apple, Kumquat Peel","Lily Of The Valley, Gardenia, Freesia","Amber, Cedarwood, Musk",Day,https://images.tokopedia.net/img/cache/900/VqbcmM/2025/4/28/2d330ccb-2af1-400e-847b-377ca18f64a7.jpg,Female
684,HRMN-0684,Signature FO 005,Fakhrul Oud,750000,50,XDP,"Violet Leaf, Moringa, Mandarin Orange","Turkish Rose Blossom, Lily Of The Valley, Pink Pepper, Coriander, Orris","Patchouli Sumatra, Styrax Sumatra, Amber, Galbanum, Tahitian Vanilla",Versatile,https://images.tokopedia.net/img/cache/900/VqbcmM/2024/9/12/af85896c-ed69-4e10-84e6-b15822f5ac18.jpg,Unisex
685,HRMN-0685,Tropical Oud,Fakhrul Oud,1680000,50,XDP,"Blackcurrant, Fruity Notes","Agarwood Sumatra, Turkish Rose, Saffron, Pink Pepper","Borneo Oud, Amber, Styrax, Labdanum, Patchouli Aceh, Sandalwood Sumatra, Musk, Olibanum, Vanilla",Night,https://images.tokopedia.net/img/cache/900/VqbcmM/2024/5/17/0e01462d-cd65-41f2-a428-8e78c3a73de2.jpg,Unisex
686,HRMN-0686,Ceylon Tea,Fakhrul Oud,900000,50,EDP,"Lemon, Bergamot, Mint","Indonesian Tea, Petitgrain, Jasmine, Neroli, Cubeb, Fennel","Ceylon Tea, Ambrette Seed, Oakmoss, Vetiver, Sandalwood, Patchouli",Versatile,https://images.tokopedia.net/img/cache/900/VqbcmM/2024/5/24/e5e5ae66-2597-4451-850b-15b57ca80719.jpg,Unisex
687,HRMN-0687,Signature 002,Fakhrul Oud,900000,50,XDP,"Nutmeg Aceh, Saffron","Jasmine Sambac, Bulgarian Rose","Indonesia Oud, Musk, Patchouli, Amber",Night,https://images.tokopedia.net/img/cache/900/VqbcmM/2022/2/2/2e941c59-3cd8-456d-9d36-f55d03667d4c.jpg,Unisex
688,HRMN-0688,Tease,MORF,349000,30,EDP,"Grapefruit, Peach","Peony, Blackberry, Plastic","Rose, Musk, Agarwood",Versatile,https://images.tokopedia.net/img/cache/900/VqbcmM/2023/12/19/d47fe2ae-43a6-4b23-8905-73db934d198e.png,Unisex
689,HRMN-0689,Tempt,MORF,349000,30,EDP,"Star Anise, Clove","Fennel, Whiskey","Amber, Agarwood, Benzoin",Night,https://images.tokopedia.net/img/cache/900/VqbcmM/2023/12/19/6c833557-b2e5-44b9-a237-40607c5d90a7.png,Unisex
690,HRMN-0690,Obscure,MORF,349000,30,EDP,"Bergamot, Lemon",Clary Sage,Cedarwood,Versatile,https://images.tokopedia.net/img/cache/900/VqbcmM/2023/12/19/adbad441-93f1-41cf-9f36-6a536d1d0c84.png,Unisex
691,HRMN-0691,Strawberry Shortcake,Laux,99000,50,EDP,"Fruity, Strawberry, Sweet, Fresh",-,-,Day,https://d2kchovjbwl1tk.cloudfront.net/vendor/9033/product/df40a500-ac87-4ffa-8555-c2bafbbaaa88_1718332791222_resized2048-jpg.webp,Unisex
692,HRMN-0692,Milky Shake,Laux,99000,50,EDP,"Vanilla, Milk, Calm, Powdery, Sweet",-,-,Day,https://d2kchovjbwl1tk.cloudfront.net/vendor/9033/product/df40a500-ac87-4ffa-8555-c2bafbbaaa88_1718332791222_resized2048-jpg.webp,Unisex
693,HRMN-0693,Cookies & Cream,Laux,99000,50,EDP,"Vanilla Cake, Calm, Powdery, Balsamic, Creamy",-,-,Night,https://d2kchovjbwl1tk.cloudfront.net/vendor/9033/product/1075a2bf-4700-41be-b74a-baccd01dd818_1718332790732_resized2048-jpg.webp,Unisex
694,HRMN-0694,Sweet Berry,Laux,99000,50,EDP,"Floral, Berry, Sweet, Soft, Fresh",-,-,Day,https://d2kchovjbwl1tk.cloudfront.net/vendor/9033/product/9a607d0b-2670-4179-87fc-dfe125e9c135_1718332790589_resized2048-jpg.webp,Unisex
695,HRMN-0695,Fresh Melon,Laux,99000,50,EDP,"Fresh, Melon, Milk, Sweet, Candy",-,-,Day,https://d2kchovjbwl1tk.cloudfront.net/vendor/9033/product/8e9a84c8-7f5b-408d-b3bf-3547fb3207bf_1718332790396_resized1024-jpg.webp,Unisex
696,HRMN-0696,Jelly Grape,Laux,99000,50,EDP,"Fruity, Grape, Blackcurrant, Fresh, Classic",-,-,Day,https://d2kchovjbwl1tk.cloudfront.net/vendor/9033/product/d8c323c4-29ff-44f9-85c1-dd79637fbeec_1718332790217_resized1024-jpg.webp,Unisex
